"name"	"ID"	"CntrUS_vs_CntrStim_p.val"	"FarnStim_vs_CntrStim_p.val"	"FarnStim_vs_CntrUS_p.val"	"FarnStim_vs_GeraStim_p.val"	"FarnStim_vs_GeraUS_p.val"	"FarnUS_vs_CntrStim_p.val"	"FarnUS_vs_CntrUS_p.val"	"FarnUS_vs_FarnStim_p.val"	"FarnUS_vs_GeraStim_p.val"	"FarnUS_vs_GeraUS_p.val"	"GeraStim_vs_CntrStim_p.val"	"GeraStim_vs_CntrUS_p.val"	"GeraUS_vs_CntrStim_p.val"	"GeraUS_vs_CntrUS_p.val"	"GeraUS_vs_GeraStim_p.val"	"CntrUS_vs_CntrStim_p.adj"	"FarnStim_vs_CntrStim_p.adj"	"FarnStim_vs_CntrUS_p.adj"	"FarnStim_vs_GeraStim_p.adj"	"FarnStim_vs_GeraUS_p.adj"	"FarnUS_vs_CntrStim_p.adj"	"FarnUS_vs_CntrUS_p.adj"	"FarnUS_vs_FarnStim_p.adj"	"FarnUS_vs_GeraStim_p.adj"	"FarnUS_vs_GeraUS_p.adj"	"GeraStim_vs_CntrStim_p.adj"	"GeraStim_vs_CntrUS_p.adj"	"GeraUS_vs_CntrStim_p.adj"	"GeraUS_vs_CntrUS_p.adj"	"GeraUS_vs_GeraStim_p.adj"	"CntrUS_vs_CntrStim_significant"	"FarnStim_vs_CntrStim_significant"	"FarnStim_vs_CntrUS_significant"	"FarnStim_vs_GeraStim_significant"	"FarnStim_vs_GeraUS_significant"	"FarnUS_vs_CntrStim_significant"	"FarnUS_vs_CntrUS_significant"	"FarnUS_vs_FarnStim_significant"	"FarnUS_vs_GeraStim_significant"	"FarnUS_vs_GeraUS_significant"	"GeraStim_vs_CntrStim_significant"	"GeraStim_vs_CntrUS_significant"	"GeraUS_vs_CntrStim_significant"	"GeraUS_vs_CntrUS_significant"	"GeraUS_vs_GeraStim_significant"	"significant"	"CntrUS_vs_CntrStim_ratio"	"FarnStim_vs_CntrStim_ratio"	"FarnStim_vs_CntrUS_ratio"	"FarnStim_vs_GeraStim_ratio"	"FarnStim_vs_GeraUS_ratio"	"FarnUS_vs_CntrStim_ratio"	"FarnUS_vs_CntrUS_ratio"	"FarnUS_vs_FarnStim_ratio"	"FarnUS_vs_GeraStim_ratio"	"FarnUS_vs_GeraUS_ratio"	"GeraStim_vs_CntrStim_ratio"	"GeraStim_vs_CntrUS_ratio"	"GeraUS_vs_CntrStim_ratio"	"GeraUS_vs_CntrUS_ratio"	"GeraUS_vs_GeraStim_ratio"	"CntrStim_centered"	"CntrUS_centered"	"FarnStim_centered"	"FarnUS_centered"	"GeraStim_centered"	"GeraUS_centered"
"LMNB1"	"P20700"	0.673654835624543	1.55431765061794e-20	2.30376319379385e-20	1.85118386415525e-20	8.20591311246285e-20	7.27177456041058e-23	1.00246143531028e-22	7.43580096747927e-07	8.38717270937765e-23	2.80998948779014e-22	0.850805768645504	0.815301573911019	0.0904109755683811	0.194136100906301	0.128799048528115	0.926	4.64e-14	7.23e-14	1.35e-13	1.87e-13	7.13e-14	3.41e-14	0.000839	1.59e-13	9.65e-14	0.939	0.912	0.918	0.93	0.815	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0719	4.59	4.52	4.56	4.3	5.69	5.62	1.09	5.66	5.39	0.0321	-0.0398	0.297	0.225	0.265	-1.78	-1.71	2.81	3.91	-1.75	-1.48
"LMNB2"	"Q03252"	0.614408074524019	2.87136006679332e-18	1.63715580873102e-18	1.33335427094592e-18	3.41447993847881e-18	1.34113300291868e-19	8.11729956262502e-20	0.00727368210024587	6.75515549749982e-20	1.56539256113593e-19	0.490845301716327	0.851597897550065	0.877922724032478	0.511886153977193	0.400926569944646	0.923	4.64e-14	7.23e-14	1.35e-13	3.43e-11	7.13e-14	3.41e-14	0.363	1.91e-12	9.65e-14	0.933	0.913	0.941	0.941	0.893	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.107	4.61	4.72	4.76	4.58	5.22	5.33	0.609	5.37	5.19	-0.146	-0.0395	0.0324	0.139	0.179	-1.6	-1.71	3.01	3.62	-1.75	-1.57
"LPCAT3"	"Q6P1A2"	0.0123712271822562	5.78656792287948e-07	0.000624156914344771	7.5398604533918e-11	9.68059978165531e-13	7.04359398135195e-07	0.000764093743092057	0.938228971991976	6.44876773334232e-11	8.44846159819624e-13	1.30150324845212e-15	7.13831347723216e-14	6.08406246672096e-17	2.15273321091622e-15	0.0278734687343381	0.668	0.0155	0.574	0.00275	0.000943	0.163	0.188	0.918	0.0475	0.000669	0.00124	0.00709	0.00108	0.000615	0.65	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.686	1.68	0.993	-2.69	-3.28	1.66	0.973	-0.02	-2.71	-3.3	4.37	3.68	4.96	4.28	0.594	-2.23	-1.54	-0.547	-0.567	2.14	2.74
"LRRFIP1"	"Q32MZ4"	0.4437025562929	3.42363178337379e-10	1.815038787398e-09	3.95896353314013e-15	1.91451679843654e-14	2.27409941011468e-14	7.70148155340965e-14	1.32612693274647e-05	4.24610513379554e-18	1.44646200260018e-17	6.50256505389224e-07	9.53812184817481e-08	9.8883314808856e-06	1.33140855848389e-06	0.298355161627502	0.911	2.11e-05	0.00299	5.23e-08	3.22e-05	5.24e-07	3.41e-14	0.0106	1.02e-08	1.9e-10	0.608	0.39	0.771	0.63	0.876	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.162	2.05	1.88	3.41	3.19	3.17	3	1.12	4.53	4.31	-1.36	-1.53	-1.14	-1.3	0.221	-0.478	-0.316	1.57	2.69	-1.84	-1.62
"MAGED1"	"Q9Y5V3"	0.428914449933667	2.95412693759219e-07	2.24116173889859e-06	0.0187689702750468	0.000389371374218173	0.00419157264807918	0.02745826178288	0.000997212936292051	0.239821668603597	0.719335159245392	0.000192294198506065	0.00154219845130943	0.0100627776670608	0.059176037520366	0.129412211319933	0.91	0.00996	0.13	0.848	0.704	0.732	0.629	0.167	0.936	0.96	0.812	0.794	0.895	0.917	0.816	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0993	0.847	0.747	0.31	0.503	0.388	0.289	-0.459	-0.149	0.0449	0.537	0.438	0.343	0.244	-0.194	-0.369	-0.27	0.478	0.0191	0.168	-0.0258
"MAPKAPK3"	"Q16644"	0.00127876158516623	1.01100661917723e-10	3.47157712441274e-07	1.48233580203322e-07	4.49862055873918e-07	4.28826265657174e-11	1.20574635205877e-07	0.670671894399073	5.2441477609981e-08	1.55408355295563e-07	0.00305642066309228	0.732590122972886	0.000979628457367838	0.917921710960852	0.656845024887589	0.393	4.74e-06	0.0596	0.117	0.264	0.00141	0.000339	0.899	0.294	0.253	0.867	0.91	0.864	0.948	0.917	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1.62	4.67	3.05	3.21	3	4.87	3.24	0.193	3.4	3.2	1.47	-0.155	1.67	0.0468	0.202	-2.38	-0.76	2.29	2.48	-0.915	-0.713
"MT-ATP6"	"P00846"	2.82646467728608e-07	2.27314349526204e-15	3.05980695200183e-10	1.47498187405472e-10	6.12737243828527e-11	5.75527445043918e-15	1.20796676957687e-09	0.524564576084218	4.05028572747919e-11	1.74008757194779e-11	2.01214021619231e-20	2.8521444797156e-17	1.34823369632804e-20	1.69141788870059e-17	0.666674838623438	0.00763	4.64e-14	0.000863	0.00418	0.0121	7.22e-08	7.4e-07	0.885	0.0403	0.0052	7.19e-09	3.32e-05	2.6e-07	9.26e-06	0.918	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1.86	4.53	2.67	-2.77	-2.89	4.36	2.5	-0.175	-2.94	-3.06	7.3	5.44	7.42	5.56	0.118	-4.25	-2.38	0.288	0.113	3.06	3.17
"MT-CO3"	"P00414"	0.000603871830690013	1.57633698206891e-09	2.08698002364044e-05	0.000114906956925023	6.34149539386735e-06	7.18577645909211e-11	4.70123449540629e-07	0.151925375055115	0.00506464897730104	0.000304329297838838	2.65851801832626e-13	4.04094477725246e-10	4.43761041380131e-14	4.26288546525755e-11	0.279298867390563	0.318	0.000114	0.265	0.566	0.438	0.00197	0.0014	0.785	0.876	0.794	0.021	0.153	0.0307	0.0847	0.872	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	0.935	2.18	1.24	-1.09	-1.35	2.53	1.6	0.353	-0.734	-0.998	3.26	2.33	3.53	2.59	0.265	-2.07	-1.14	0.105	0.458	1.19	1.46
"MT-CYB"	"P00156"	0.0562404576421854	7.18166398911592e-14	2.10702023107863e-12	0.000101242848305479	2.64215254838802e-05	2.22099294174685e-14	5.6730868332583e-13	0.460273451287945	0.000717996633220651	0.000189649699236641	1.05167557564033e-16	1.50436215566453e-15	5.54083644518269e-17	7.43911693050967e-16	0.613872460215241	0.801	1.02e-11	4.83e-06	0.556	0.542	5.1e-07	6.34e-14	0.876	0.83	0.773	0.000249	0.000798	0.00103	0.000318	0.914	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.569	4.11	3.54	-1.31	-1.45	4.32	3.75	0.213	-1.09	-1.24	5.41	4.84	5.56	4.99	0.145	-3.33	-2.76	0.779	0.992	2.08	2.23
"MTCH2"	"Q9Y6C9"	0.0119527466343945	1.00002616480348e-06	0.00113413559277538	0.00244203599599989	6.13524063383324e-05	9.44326626153567e-08	9.47127907649533e-05	0.349588202067291	0.0236042900469444	0.000742016278022311	4.08721749949951e-10	1.95536612634624e-07	2.33092302571254e-11	6.78965016483090e-09	0.167515743685378	0.664	0.0215	0.625	0.764	0.598	0.0824	0.0683	0.857	0.904	0.828	0.205	0.418	0.186	0.297	0.836	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.643	1.51	0.871	-0.799	-1.14	1.74	1.1	0.227	-0.572	-0.91	2.31	1.67	2.65	2.01	0.338	-1.48	-0.834	0.0371	0.264	0.836	1.17
"NAP1L1"	"P55209"	0.089872769842099	1.37235906180636e-13	8.81911683409178e-15	5.42465203783063e-16	2.6727036579507e-16	9.47572972098993e-14	6.29540595097794e-15	0.821275782235484	3.9962628460936e-16	1.983995613446e-16	0.000939957857890361	0.0594202681438074	0.000235634522343321	0.0189203744523716	0.598959497279729	0.833	4.46e-11	9.12e-10	1.49e-09	1.16e-07	3.55e-06	3.41e-14	0.911	7.74e-06	2.49e-08	0.846	0.869	0.841	0.903	0.913	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.426	3.39	3.82	4.3	4.43	3.45	3.87	0.0552	4.35	4.48	-0.903	-0.477	-1.03	-0.606	-0.129	-0.747	-1.17	2.65	2.7	-1.65	-1.78
"NAP1L4"	"Q99733"	0.187531251477617	5.11326438440588e-09	1.22402717518193e-07	6.18735230544384e-11	1.69147484795393e-09	1.53611989007744e-13	1.54209177378165e-12	1.19684354224877e-05	6.09690744599645e-15	6.8707670892976e-14	0.0474844959496353	0.00201449843502946	0.623029135273671	0.0755958987197631	0.125454289728857	0.874	0.000372	0.0362	0.00241	0.0561	6.62e-06	8.41e-13	0.00991	0.000148	6.95e-05	0.906	0.801	0.937	0.92	0.813	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.301	1.9	1.6	2.36	2.01	3.1	2.8	1.2	3.56	3.21	-0.462	-0.763	-0.11	-0.411	0.352	-0.788	-0.488	1.11	2.31	-1.25	-0.899
"NCEH1"	"Q6PIU2"	0.112989181326023	7.34521119893349e-07	5.12837084672265e-05	0.0596884459998218	0.0873040508392078	3.19215258726231e-05	0.00227687040543212	0.156238893551443	0.00203906497256315	0.0033003032698735	6.52360443993662e-09	3.22696959658792e-07	1.01231337899355e-08	5.21261705545815e-07	0.848913088972711	0.846	0.0179	0.34	0.882	0.888	0.392	0.294	0.788	0.857	0.873	0.335	0.445	0.478	0.578	0.928	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.563	2.23	1.66	-0.676	-0.61	1.72	1.16	-0.501	-1.18	-1.11	2.9	2.34	2.84	2.27	-0.066	-1.71	-1.15	0.517	0.0163	1.19	1.13
"NDUFB1"	"O75438"	1.23879072325484e-05	1.40892541479483e-06	0.407522056829299	0.678740758675571	0.217115647964994	3.71129785283667e-07	0.181867914869186	0.600631370690877	0.912399337109507	0.468874539307162	4.8961093346213e-07	0.218617863570745	6.15951621659921e-08	0.0449778291081352	0.405192147545367	0.0755	0.0261	0.916	0.937	0.907	0.134	0.819	0.893	0.952	0.955	0.593	0.89	0.576	0.914	0.893	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2.39	2.76	0.373	-0.185	-0.56	2.99	0.607	0.235	0.0492	-0.325	2.94	0.558	3.32	0.933	0.375	-2.4	-0.0143	0.358	0.593	0.544	0.919
"NDUFB3"	"O43676"	0.0398753845173891	3.16168828491562e-06	0.00090214776415395	2.45036360805293e-05	2.39548141602815e-06	1.33689366788713e-07	3.3344522687399e-05	0.218831854289469	0.000666598550505024	6.40705391577559e-05	2.8383261662072e-11	2.53935715009406e-09	5.22239397317914e-12	3.68783584275678e-10	0.379197034795372	0.775	0.042	0.606	0.437	0.364	0.094	0.0369	0.819	0.828	0.718	0.106	0.229	0.133	0.152	0.89	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.416	1.14	0.72	-0.984	-1.16	1.38	0.962	0.242	-0.743	-0.914	2.12	1.7	2.29	1.88	0.172	-1.22	-0.808	-0.0879	0.154	0.897	1.07
"NDUFB8"	"O95169"	0.00112039685381392	1.37250618522793e-08	0.000139284519030755	0.0181557399018966	0.000556931964469441	1.17664136194984e-09	7.85131023836122e-06	0.283141699425892	0.165706363977832	0.0086681994533539	6.0729936629534e-11	2.10396350400999e-07	4.09462897146961e-12	7.36575816081724e-09	0.169251864905964	0.38	0.000907	0.435	0.847	0.722	0.0121	0.0148	0.841	0.931	0.895	0.132	0.421	0.125	0.302	0.837	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.898	1.99	1.09	-0.618	-0.965	2.26	1.36	0.269	-0.35	-0.696	2.61	1.71	2.96	2.06	0.347	-1.79	-0.889	0.206	0.475	0.824	1.17
"NRAS"	"P01111"	0.374229536516028	2.74727757241841e-12	1.46790263889328e-11	4.99456692917758e-05	3.82148021056654e-06	2.23860914603301e-13	1.04474548674684e-12	0.159473201711377	1.16363853581856e-06	1.01135500670065e-07	7.1629914323939e-08	6.62880093325622e-07	8.10628571029576e-07	8.24933246146526e-06	0.334177082611311	0.904	1.85e-08	4.83e-05	0.498	0.4	1.04e-05	3.16e-13	0.79	0.519	0.222	0.485	0.485	0.69	0.714	0.882	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.457	6.22	5.76	2.46	2.95	6.95	6.49	0.733	3.19	3.69	3.76	3.3	3.26	2.8	-0.498	-3.44	-2.98	2.78	3.51	0.319	-0.179
"NRM"	"Q8IXM6"	0.680093332232846	3.27426649726402e-08	8.86998242396511e-08	1.89153542632025e-08	1.71842445006697e-09	9.08425961768581e-09	2.38805022487944e-08	0.586283527155187	6.97587016482505e-08	5.86681100408503e-09	9.38506744894634e-15	1.75833241143776e-14	2.0180268274413e-15	3.6571167422609e-15	0.298738491635434	0.927	0.00189	0.031	0.0554	0.0564	0.0321	5.03e-05	0.892	0.313	0.079	0.00429	0.00348	0.00769	0.000868	0.876	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.146	2.72	2.58	-2.81	-3.18	2.92	2.77	0.193	-2.61	-2.98	5.53	5.38	5.9	5.75	0.372	-2.87	-2.72	-0.146	0.0474	2.66	3.03
"OCIAD1"	"Q9NX40"	0.559176994201234	4.30654441775495e-12	1.29697085403305e-11	0.11842454554117	0.0125368760055496	2.84801024574935e-12	8.45152040710546e-12	0.821904880602446	0.0769023485154375	0.00732537441327833	9.59965990313267e-11	3.23593720102303e-10	8.89846261963713e-10	3.2531263746484e-09	0.295141256437494	0.92	4.05e-08	4.21e-05	0.9	0.84	0.000141	5.89e-11	0.911	0.921	0.891	0.149	0.146	0.342	0.25	0.875	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0684	1.39	1.32	0.187	0.31	1.42	1.35	0.0263	0.213	0.337	1.21	1.14	1.08	1.01	-0.124	-0.861	-0.793	0.531	0.558	0.345	0.221
"PCBP1"	"Q15365"	0.361875392774935	6.07577047150788e-10	4.63731429692244e-09	9.7660852823506e-10	1.68260355426111e-09	2.04350371312993e-10	1.46493075891311e-09	0.607535896464144	3.23666534277794e-10	5.48338454483795e-10	0.826490170010746	0.48601534930504	0.641115734961173	0.651797238627124	0.804382247807123	0.903	4.06e-05	0.00552	0.0125	0.056	0.00399	9.9e-07	0.894	0.0817	0.0308	0.939	0.903	0.937	0.944	0.926	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.152	1.57	1.41	1.53	1.49	1.65	1.5	0.0854	1.61	1.57	0.0364	-0.116	0.0774	-0.075	0.0411	-0.581	-0.428	0.985	1.07	-0.544	-0.503
"PEX19"	"P40855"	0.141664926589196	6.91243698751425e-16	9.48198155905438e-17	1.33795302182858e-16	2.58230109770543e-17	5.53574021217061e-18	1.03579461152608e-18	0.000641357994647412	1.38658594466551e-18	3.42667645319689e-19	0.224161475179507	0.788850560750637	0.0163297726382017	0.302023295310431	0.197185806697573	0.859	4.64e-14	7.23e-14	9.51e-11	2.17e-09	7.13e-14	3.41e-14	0.134	1.51e-09	9.65e-14	0.924	0.912	0.9	0.935	0.848	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.306	3.55	3.86	3.8	4.07	4.34	4.64	0.784	4.59	4.86	-0.252	0.0547	-0.519	-0.213	-0.267	-1.14	-1.44	2.42	3.2	-1.39	-1.65
"PHKB"	"Q93100"	0.0158692601479243	2.21713885246884e-08	1.3870069762996e-05	1.84922571927854e-06	4.43343990696406e-07	1.33707229865085e-10	3.95032633959184e-08	0.0274978545483779	6.47934713156673e-09	1.8338690389614e-09	0.0830623098334697	0.44328957514042	0.226929400783705	0.190677724748987	0.576758659241918	0.693	0.00137	0.236	0.238	0.263	0.00299	9.22e-05	0.563	0.19	0.0521	0.912	0.902	0.927	0.93	0.911	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.716	2.2	1.48	1.7	1.85	2.85	2.13	0.648	2.35	2.5	0.5	-0.216	0.343	-0.373	-0.157	-1.1	-0.385	1.1	1.75	-0.601	-0.757
"PLSCR3"	"Q9NRY6"	0.0756050276547273	1.54070117193043e-09	1.1032775534896e-07	0.0127876019632219	0.000160973842782587	5.88078339293896e-10	3.77735072419356e-08	0.658789092242984	0.0347709665032118	0.000517447414814446	6.97877733041984e-12	2.66005386577251e-10	3.23871826241907e-13	8.64326886411332e-12	0.0943776903265974	0.822	0.000111	0.0345	0.835	0.657	0.00804	8.76e-05	0.898	0.91	0.815	0.0731	0.14	0.0627	0.0507	0.788	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.633	3.12	2.48	-0.915	-1.51	3.27	2.63	0.153	-0.762	-1.36	4.03	3.4	4.62	3.99	0.594	-2.61	-1.98	0.503	0.656	1.42	2.01
"PPP1R16B"	"Q96T49"	0.694238189784922	2.24907871331397e-11	4.88761455649048e-11	3.59417456890813e-07	4.52791700238123e-09	2.53196561088025e-13	4.9496470775722e-13	0.0190438902422929	1.06553090121599e-09	2.43956551174124e-11	0.000170810573905017	0.00048288134036997	0.017309950325368	0.0414440760440942	0.0764396125566497	0.927	5.89e-07	0.000173	0.153	0.0791	1.2e-05	3.41e-14	0.505	0.114	0.00628	0.81	0.763	0.901	0.913	0.768	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.16	4.49	4.33	2.72	3.47	5.5	5.34	1.01	3.73	4.47	1.77	1.61	1.02	0.863	-0.743	-2.16	-2	2.33	3.34	-0.39	-1.13
"PRAF2"	"O60831"	0.534175050872753	2.80714990987607e-08	6.53815261192548e-09	0.0035427388090316	0.00371464476595689	1.32781109420737e-08	3.17655665834416e-09	0.750874545967971	0.00773932274149326	0.00810166717707348	2.87695740944952e-11	8.64781969763054e-12	2.98618845855498e-11	8.96376971368623e-12	0.984862403939278	0.918	0.00166	0.00697	0.782	0.801	0.0379	3.28e-06	0.906	0.885	0.894	0.107	0.0546	0.196	0.0513	0.934	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.354	4.39	4.75	-1.8	-1.79	4.57	4.93	0.18	-1.62	-1.61	6.19	6.55	6.18	6.54	-0.0108	-3.5	-3.85	0.895	1.07	2.7	2.69
"PRICKLE3"	"O43900"	0.00104198207605855	1.22263144598699e-07	3.70606835415415e-11	1.16551214023896e-11	6.89096529387023e-13	1.3934242467231e-09	1.02417513248044e-12	0.0634330216032594	3.64799405523144e-13	2.89789490794959e-14	0.000218634190735071	0.552966888418132	3.6199182401726e-06	0.0395742072567268	0.129352317360615	0.373	0.00533	0.000132	0.000693	0.000748	0.0132	2.91e-13	0.683	0.0035	3.02e-05	0.816	0.906	0.741	0.912	0.816	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.433	0.846	1.28	1.35	1.53	1.07	1.51	0.228	1.58	1.76	-0.504	-0.0705	-0.688	-0.254	-0.184	-0.0491	-0.483	0.797	1.02	-0.553	-0.737
"PTP4A1"	"Q93096"	0.580373856494313	4.83455793351302e-17	9.7335488842928e-17	1.98854039167806e-15	5.8746936645074e-16	2.25931003199735e-22	3.51324592482701e-22	1.6240760185379e-12	2.25660783493051e-21	1.07317884007816e-21	0.00913012940580532	0.0325680471067906	0.0640073386386678	0.180887062777672	0.384997139579197	0.921	4.64e-14	7.23e-14	1.61e-08	3.76e-07	7.13e-14	3.41e-14	1.32e-13	1.59e-13	9.65e-14	0.884	0.858	0.914	0.93	0.89	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0993	3.48	3.39	2.98	3.14	5.72	5.62	2.23	5.22	5.37	0.5	0.401	0.343	0.244	-0.157	-1.69	-1.59	1.79	4.03	-1.19	-1.35
"PTP4A2"	"Q12974"	0.151214191037484	8.05832431840799e-11	1.79731474010378e-09	8.78226826845974e-11	3.94299489317133e-08	4.46198941446822e-13	6.15213574471633e-12	0.00924419681991482	4.799230256636e-13	8.35132195972605e-11	0.966171307269212	0.162932812398769	0.00886231599284231	0.188014687819335	0.00980787986907383	0.862	3.49e-06	0.00297	0.00303	0.151	2.21e-05	2.81e-11	0.391	0.004	0.0124	0.941	0.886	0.893	0.93	0.5	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.991	7.04	6.05	7.01	5.15	8.93	7.94	1.88	8.9	7.03	0.0287	-0.962	1.9	0.906	1.87	-3.15	-2.16	3.9	5.78	-3.12	-1.25
"PTRH2"	"Q9Y3E5"	0.00602503798605268	9.10055698067769e-07	8.22390736600523e-10	2.91321789589277e-08	0.00296893082016633	0.00266278768418574	1.13241007868584e-06	0.00488370966812729	3.82777941038482e-11	1.01617280667864e-06	1.02792186256844e-13	1.17150122055214e-15	4.45502821759641e-10	1.38029758330457e-12	0.000117988211341865	0.588	0.0203	0.00175	0.0661	0.793	0.707	0.00307	0.316	0.0395	0.409	0.0141	0.000693	0.31	0.0242	0.0775	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.393	0.841	1.23	-1.03	-0.431	0.437	0.83	-0.404	-1.43	-0.835	1.87	2.26	1.27	1.66	-0.595	-0.671	-1.06	0.17	-0.234	1.2	0.601
"PVR"	"P15151"	0.724694002830017	7.22601160929465e-10	1.5606358849212e-09	1.11182961333538e-05	0.893410258484497	0.04340504530315	0.0888672227356422	9.14823625046283e-08	1.18738536172509e-12	6.60305024668057e-08	3.53682012426405e-14	6.19508089102366e-14	5.41605540888141e-10	1.16242830193891e-09	1.58360193506399e-05	0.929	4.89e-05	0.0027	0.369	0.934	0.835	0.758	6.54e-05	0.00693	0.192	0.0088	0.00667	0.319	0.198	0.0225	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0.0993	2.64	2.54	-1.51	-0.0377	0.592	0.493	-2.04	-3.56	-2.08	4.15	4.05	2.68	2.58	-1.48	-1.69	-1.59	0.945	-1.1	2.46	0.982
