"name"	"ID"	"CntrUS_vs_CntrStim_p.val"	"FarnStim_vs_CntrStim_p.val"	"FarnStim_vs_CntrUS_p.val"	"FarnStim_vs_GeraStim_p.val"	"FarnStim_vs_GeraUS_p.val"	"FarnUS_vs_CntrStim_p.val"	"FarnUS_vs_CntrUS_p.val"	"FarnUS_vs_FarnStim_p.val"	"FarnUS_vs_GeraStim_p.val"	"FarnUS_vs_GeraUS_p.val"	"GeraStim_vs_CntrStim_p.val"	"GeraStim_vs_CntrUS_p.val"	"GeraUS_vs_CntrStim_p.val"	"GeraUS_vs_CntrUS_p.val"	"GeraUS_vs_GeraStim_p.val"	"CntrUS_vs_CntrStim_p.adj"	"FarnStim_vs_CntrStim_p.adj"	"FarnStim_vs_CntrUS_p.adj"	"FarnStim_vs_GeraStim_p.adj"	"FarnStim_vs_GeraUS_p.adj"	"FarnUS_vs_CntrStim_p.adj"	"FarnUS_vs_CntrUS_p.adj"	"FarnUS_vs_FarnStim_p.adj"	"FarnUS_vs_GeraStim_p.adj"	"FarnUS_vs_GeraUS_p.adj"	"GeraStim_vs_CntrStim_p.adj"	"GeraStim_vs_CntrUS_p.adj"	"GeraUS_vs_CntrStim_p.adj"	"GeraUS_vs_CntrUS_p.adj"	"GeraUS_vs_GeraStim_p.adj"	"CntrUS_vs_CntrStim_significant"	"FarnStim_vs_CntrStim_significant"	"FarnStim_vs_CntrUS_significant"	"FarnStim_vs_GeraStim_significant"	"FarnStim_vs_GeraUS_significant"	"FarnUS_vs_CntrStim_significant"	"FarnUS_vs_CntrUS_significant"	"FarnUS_vs_FarnStim_significant"	"FarnUS_vs_GeraStim_significant"	"FarnUS_vs_GeraUS_significant"	"GeraStim_vs_CntrStim_significant"	"GeraStim_vs_CntrUS_significant"	"GeraUS_vs_CntrStim_significant"	"GeraUS_vs_CntrUS_significant"	"GeraUS_vs_GeraStim_significant"	"significant"	"CntrUS_vs_CntrStim_ratio"	"FarnStim_vs_CntrStim_ratio"	"FarnStim_vs_CntrUS_ratio"	"FarnStim_vs_GeraStim_ratio"	"FarnStim_vs_GeraUS_ratio"	"FarnUS_vs_CntrStim_ratio"	"FarnUS_vs_CntrUS_ratio"	"FarnUS_vs_FarnStim_ratio"	"FarnUS_vs_GeraStim_ratio"	"FarnUS_vs_GeraUS_ratio"	"GeraStim_vs_CntrStim_ratio"	"GeraStim_vs_CntrUS_ratio"	"GeraUS_vs_CntrStim_ratio"	"GeraUS_vs_CntrUS_ratio"	"GeraUS_vs_GeraStim_ratio"	"CntrStim_centered"	"CntrUS_centered"	"FarnStim_centered"	"FarnUS_centered"	"GeraStim_centered"	"GeraUS_centered"
"EMP3"	"P54852"	0.00111493974839449	1.8140405643696e-09	1.32379993026387e-05	7.48465703337455e-08	3.4179169755903e-09	2.3433970906844e-09	1.79447693357308e-05	0.908352551976258	5.66244201770602e-08	2.63894677692177e-09	3.42425241312683e-15	1.15374529993823e-12	5.3850364172352e-16	1.22042418657728e-13	0.195136331902176	0.379	0.000132	0.233	0.093	0.0721	0.0172	0.0258	0.916	0.298	0.0597	0.00236	0.0254	0.00412	0.00766	0.848	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1.42	3.51	2.08	-2.88	-3.39	3.46	2.04	-0.0451	-2.92	-3.44	6.38	4.96	6.9	5.48	0.516	-3.61	-2.19	-0.107	-0.152	2.77	3.29
"EPHX2"	"P34913"	0.0595030586756884	4.32477312765242e-11	2.66776060457532e-09	3.84560219777349e-07	4.35719880938506e-07	9.62953434477156e-12	4.91049225495415e-10	0.441840425646959	2.77775151141302e-06	3.15998225398406e-06	7.07599455719586e-16	1.1813949745319e-14	7.57546563108019e-16	1.27383039849988e-14	0.960412767655462	0.805	1.45e-06	0.00388	0.156	0.262	0.000431	1.72e-07	0.874	0.578	0.505	0.000821	0.00277	0.00487	0.00198	0.933	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.551	3.02	2.47	-1.88	-1.87	3.24	2.69	0.218	-1.67	-1.65	4.91	4.36	4.89	4.34	-0.014	-2.77	-2.22	0.254	0.472	2.14	2.12
"F11R"	"Q9Y624"	0.00613206785729868	9.9434029701117e-09	1.61178277209313e-05	9.43533144549113e-10	1.25743433639923e-11	8.32964021861409e-09	1.31661778368598e-05	0.938957112934212	1.11511086466098e-09	1.4563013101085e-11	6.78690982709423e-16	5.37314002293512e-14	4.3066696957723e-17	2.20241078281969e-15	0.0423700312020379	0.59	0.000675	0.247	0.0123	0.00492	0.0309	0.0212	0.918	0.115	0.00467	0.000807	0.00626	0.000888	0.000622	0.703	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.647	1.79	1.15	-2.02	-2.48	1.81	1.16	0.0168	-2	-2.47	3.81	3.17	4.28	3.63	0.463	-2.06	-1.41	-0.264	-0.247	1.76	2.22
"FAM134A"	"Q8NC44"	0.827684376176363	5.22544778693871e-06	2.96202450581341e-06	1.73923116051872e-08	8.71583895028199e-10	0.00155382454200569	0.000885425563355616	0.0383742135231969	1.48128782582726e-10	1.07360043133366e-11	2.19210804139535e-13	1.52536198993921e-13	2.58186476742893e-14	1.84288516771968e-14	0.192843591083251	0.933	0.055	0.144	0.0535	0.0428	0.675	0.2	0.613	0.0639	0.00385	0.0194	0.0102	0.0243	0.00246	0.847	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	-0.0645	1.68	1.74	-2.36	-2.75	1.04	1.1	-0.641	-3	-3.39	4.04	4.1	4.43	4.49	0.392	-1.85	-1.92	-0.174	-0.815	2.18	2.58
"GBP2"	"P32456"	0.0089846277402883	0.00116775282155928	7.57657310286872e-07	7.12469050428642e-12	4.93157249416274e-09	0.145199972295547	0.000200767843177774	0.0413272160758984	1.66645450973212e-13	5.25447021973785e-11	1.55652732805228e-14	2.88218180293736e-16	3.05581056887338e-12	2.71143021509366e-14	0.00372995171979032	0.633	0.421	0.0838	0.000451	0.0814	0.874	0.102	0.624	0.00234	0.00984	0.00568	0.000266	0.117	0.00314	0.353	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.714	0.922	1.64	-2.97	-2.17	0.379	1.09	-0.542	-3.51	-2.71	3.89	4.61	3.09	3.8	-0.805	-1.26	-1.98	-0.34	-0.882	2.63	1.83
"GBP5"	"Q96PP8"	0.269181161385272	0.00475965995379208	0.0608846839411033	3.86065972155207e-10	3.77495610264765e-12	1.95465918308481e-05	0.000379128241752111	0.0433480546437836	4.50778195464393e-08	2.34721732268155e-10	1.03338823230088e-12	7.94442894030655e-12	2.16171212862448e-14	1.28795389301785e-13	0.0259331741945026	0.89	0.577	0.857	0.00752	0.00229	0.359	0.139	0.631	0.285	0.0211	0.0378	0.0531	0.0225	0.00788	0.641	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0.346	0.946	0.6	-2.99	-3.71	1.6	1.25	0.651	-2.34	-3.06	3.93	3.59	4.66	4.31	0.724	-1.91	-1.57	-0.967	-0.316	2.02	2.74
"GHITM"	"Q9H3K2"	3.76162364757287e-07	5.22005453031882e-16	2.83377395465181e-11	3.62295503729281e-08	1.12916728030829e-06	6.41323394446026e-14	3.34214044838605e-08	0.00289164333824068	3.02810070319648e-11	5.21668561824116e-10	7.83143819475835e-20	1.47176477563539e-16	3.17711215645061e-19	9.45911014904952e-16	0.173188561315744	0.00934	4.64e-14	1e-04	0.0718	0.314	2.22e-06	7.59e-05	0.261	0.036	0.0302	4.5e-08	0.000151	9.58e-06	0.000368	0.839	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1.75	4.61	2.86	-2	-1.64	3.76	2.01	-0.852	-2.85	-2.49	6.61	4.86	6.25	4.5	-0.363	-3.83	-2.08	0.781	-0.0712	2.78	2.42
"GNAI2"	"P04899"	0.000301759579824799	7.2267431772554e-06	0.166744417260633	1.08177327584432e-10	3.34926673328336e-07	1.24956197526227e-07	0.00549297192493628	0.12010218213279	3.29937794653292e-09	2.05957991513501e-05	6.90572083080434e-15	6.84758282954153e-12	2.26552977880482e-12	1.11081018830653e-08	0.00144483815979712	0.261	0.0644	0.891	0.00347	0.249	0.0917	0.411	0.76	0.16	0.647	0.0036	0.0504	0.109	0.329	0.243	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.559	0.749	0.191	-1.39	-0.911	0.964	0.406	0.215	-1.17	-0.695	2.14	1.58	1.66	1.1	-0.477	-1.01	-0.453	-0.262	-0.0472	1.13	0.648
"GNG2"	"P59768"	0.190013149962595	1.52063880860453e-07	4.51905352328669e-06	5.24465201552923e-11	4.80944698113816e-12	8.12905319102166e-10	1.64636222695565e-08	0.0312367478199934	6.61575785228025e-09	4.26456309008653e-10	4.85876656637859e-16	3.13897638412607e-15	9.50958857273416e-17	5.50921012064227e-16	0.22161464158558	0.874	0.00627	0.166	0.00217	0.00269	0.00979	3.12e-05	0.583	0.191	0.0278	0.000695	0.00122	0.00142	0.00026	0.857	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.351	1.86	1.51	-2.8	-3.13	2.45	2.1	0.595	-2.21	-2.53	4.66	4.31	4.99	4.63	0.327	-2.38	-2.03	-0.526	0.0687	2.27	2.6
"GNG5"	"P63218"	0.647325680967184	3.20719600093679e-10	8.55586122821162e-10	3.66316575518006e-08	4.44379264146352e-10	1.26005856130006e-12	2.87584831293681e-12	0.0077519636325602	5.41820452748232e-05	3.39164800951455e-07	7.27212164042086e-16	1.37493565340442e-15	5.6221932260871e-17	1.00460050004091e-16	0.0595869112835554	0.925	1.96e-05	0.00179	0.0721	0.0324	6.38e-05	4.37e-12	0.371	0.739	0.316	0.00083	0.00076	0.00103	6.81e-05	0.742	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.144	3.06	2.91	-2.4	-3.01	3.95	3.81	0.897	-1.5	-2.11	5.45	5.31	6.07	5.92	0.612	-3.11	-2.97	-0.0554	0.842	2.34	2.95
"HSD17B4"	"P51659"	0.693668527402201	4.97992970984688e-16	8.54413613718017e-16	0.576089288348089	0.354400984269982	8.54444545463015e-14	1.63216275652891e-13	0.00168611295054016	0.000392270688029416	0.0165890206043131	2.35245120314327e-16	3.97833043242772e-16	1.81867318109161e-15	3.20143339839917e-15	0.143360042032612	0.927	4.64e-14	5.23e-12	0.933	0.916	3.15e-06	3.41e-14	0.209	0.812	0.908	0.000457	0.000337	0.0073	0.000798	0.824	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.113	5.07	4.96	-0.161	0.268	4.07	3.96	-0.997	-1.16	-0.728	5.23	5.12	4.8	4.69	-0.429	-3.21	-3.1	1.86	0.858	2.02	1.59
"ITGB1"	"P05556"	0.310573096607043	1.06071884480582e-06	1.52917961792464e-05	1.15782832347034e-06	7.0474833565112e-09	4.00177809033525e-05	0.000602136560874901	0.173142319470825	3.70738486238652e-08	3.31038152268742e-10	1.44434049312207e-12	9.5023988662467e-12	4.26435372503093e-14	2.26509230643558e-13	0.0441720513917182	0.897	0.0222	0.243	0.213	0.0916	0.406	0.171	0.798	0.273	0.0248	0.0432	0.0564	0.0302	0.0104	0.708	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0.393	2.41	2.02	-2.39	-3.2	1.88	1.48	-0.532	-2.93	-3.73	4.8	4.41	5.61	5.21	0.803	-2.51	-2.12	-0.106	-0.638	2.29	3.09
"ITGB2"	"P05107"	1.57676338396079e-06	3.08752481334676e-13	8.54342952529873e-08	2.30099445921411e-12	1.20263308558072e-16	1.67249865903108e-14	1.29317846226408e-09	0.0794409425707575	7.31832178521798e-11	1.36909548078609e-15	5.23160778607714e-20	4.26427303493429e-17	1.88001586669934e-22	3.76461790171939e-20	6.58226594875783e-07	0.025	2.62e-10	0.0305	0.00018	3.29e-08	3.54e-07	8.2e-07	0.712	0.0494	5.8e-07	2.83e-08	4.76e-05	1.31e-10	1.82e-09	0.00145	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.545	1.19	0.649	-1.09	-1.67	1.36	0.81	0.161	-0.931	-1.51	2.29	1.74	2.86	2.32	0.576	-1.37	-0.828	-0.18	-0.0187	0.912	1.49
"JAGN1"	"Q8N5M9"	0.000414182281611395	5.4670475222007e-08	0.00173337303096778	6.93280600168763e-06	5.53940634596694e-05	0.000107867489687921	0.611997028921519	0.00619258115299427	4.81003397229327e-09	2.99653165229545e-08	5.97719788919745e-13	1.53944178171634e-09	2.40749659770262e-12	9.08665259524812e-09	0.434714434439816	0.286	0.00285	0.658	0.329	0.592	0.482	0.895	0.344	0.177	0.144	0.0301	0.207	0.11	0.316	0.897	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	1.49	2.78	1.29	-2.07	-1.77	1.68	0.189	-1.1	-3.16	-2.87	4.85	3.35	4.55	3.06	-0.292	-2.56	-1.07	0.221	-0.877	2.29	1.99
"KDELR2"	"P33947"	0.0144748093944659	3.01381138424771e-09	1.60517099750894e-06	0.000126481188811672	6.05908210780862e-06	2.72250742893785e-09	1.42857476934687e-06	0.963865034318118	0.000142640706285357	6.82319689757446e-06	4.63949083517552e-13	5.75187948268549e-11	6.87243393525208e-14	6.2253761951007e-12	0.25699407633806	0.684	0.000224	0.114	0.574	0.434	0.0185	0.00371	0.919	0.777	0.567	0.027	0.0948	0.0363	0.045	0.866	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0.685	2.3	1.61	-1.18	-1.48	2.31	1.63	0.012	-1.16	-1.47	3.48	2.79	3.78	3.09	0.303	-2.09	-1.41	0.208	0.22	1.38	1.69
"LAPTM5"	"Q13571"	0.0806670087469202	4.35749482507483e-08	4.01143579695002e-06	2.58927589767969e-06	1.02548881070536e-07	8.6587942959697e-09	6.85667472641322e-07	0.494709270237541	1.56213118254423e-05	5.65958033351473e-07	2.66855292880915e-13	6.55137213457796e-12	3.32632927756281e-14	6.51454575822284e-13	0.207899499852681	0.826	0.00238	0.16	0.258	0.192	0.0314	0.00199	0.881	0.679	0.359	0.0211	0.0496	0.0272	0.0173	0.852	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.837	3.52	2.68	-2.76	-3.35	3.83	3	0.319	-2.44	-3.03	6.27	5.44	6.87	6.03	0.594	-3.55	-2.72	-0.0388	0.28	2.72	3.31
"LCK"	"P06239"	0.000182521504940228	5.25234074983437e-07	0.0327045603317507	1.1362839383848e-06	1.5014448240232e-06	4.54274972359109e-07	0.0288289631460864	0.954152543016013	1.31677698886229e-06	1.74104874578971e-06	8.74347298707941e-13	5.0329635013801e-09	1.05846897735883e-12	6.44984983241187e-09	0.91355598167968	0.221	0.0145	0.832	0.212	0.33	0.143	0.635	0.918	0.528	0.455	0.0353	0.259	0.0879	0.293	0.931	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	1.01	1.53	0.522	-1.46	-1.44	1.55	0.536	0.0134	-1.45	-1.42	2.99	1.98	2.97	1.96	-0.0254	-1.68	-0.665	-0.143	-0.129	1.32	1.29
"LITAF"	"Q99732"	0.388544806431645	1.67628177055869e-11	3.27299552352643e-12	0.000117967820327645	0.0114538356342392	4.15963513520112e-09	6.1124302362479e-10	0.0132820023057654	1.29104744324934e-07	1.26076489066943e-05	8.20867064191063e-15	2.30261327045987e-15	1.36583977272014e-13	3.37387333565029e-14	0.0823316889594726	0.906	3.78e-07	8.39e-06	0.569	0.837	0.0224	2.48e-07	0.447	0.358	0.613	0.00398	0.00102	0.0465	0.00359	0.775	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	-0.25	3.23	3.48	-1.29	-0.777	2.47	2.72	-0.759	-2.05	-1.54	4.52	4.77	4.01	4.26	-0.516	-2.33	-2.58	0.9	0.141	2.19	1.68
"LMF2"	"Q9BU23"	0.00047050533686346	2.50951444573278e-13	4.60104582540548e-10	1.59431709822066e-08	7.69549022587439e-09	3.29994929942501e-13	6.51016912395392e-10	0.87138344587262	1.09251699029492e-08	5.30970322284734e-09	4.0989054219744e-18	5.67631297977513e-16	2.87504063049025e-18	3.71611582671415e-16	0.75415568072908	0.296	1.71e-10	0.00117	0.0515	0.0942	1.6e-05	2.74e-07	0.914	0.213	0.0761	1.01e-05	0.000425	9.4e-05	0.000205	0.923	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1.45	4.94	3.49	-2.91	-3.03	4.88	3.43	-0.0591	-2.97	-3.09	7.85	6.41	7.97	6.52	0.114	-4.51	-3.07	0.424	0.365	3.34	3.45
"LPCAT3"	"Q6P1A2"	0.0123712271822562	5.78656792287948e-07	0.000624156914344771	7.5398604533918e-11	9.68059978165531e-13	7.04359398135195e-07	0.000764093743092057	0.938228971991976	6.44876773334232e-11	8.44846159819624e-13	1.30150324845212e-15	7.13831347723216e-14	6.08406246672096e-17	2.15273321091622e-15	0.0278734687343381	0.668	0.0155	0.574	0.00275	0.000943	0.163	0.188	0.918	0.0475	0.000669	0.00124	0.00709	0.00108	0.000615	0.65	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.686	1.68	0.993	-2.69	-3.28	1.66	0.973	-0.02	-2.71	-3.3	4.37	3.68	4.96	4.28	0.594	-2.23	-1.54	-0.547	-0.567	2.14	2.74
"MAGT1"	"Q9H0U3"	0.0789208998212524	0.000237542897242643	0.0221555632138906	7.04383343673057e-10	4.13484139778201e-11	0.000341542269870293	0.0300951171949456	0.890642917626406	5.24116324550086e-10	3.15068092941073e-11	2.26584026648934e-13	5.57717154973858e-12	2.48214317360003e-14	4.80408467200636e-13	0.178628489385967	0.824	0.252	0.815	0.0104	0.00996	0.572	0.64	0.915	0.093	0.00736	0.0197	0.0467	0.0239	0.0149	0.841	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.561	1.31	0.746	-2.9	-3.32	1.26	0.703	-0.0425	-2.94	-3.37	4.21	3.65	4.63	4.07	0.424	-1.99	-1.43	-0.688	-0.731	2.21	2.64
"MT-ATP6"	"P00846"	2.82646467728608e-07	2.27314349526204e-15	3.05980695200183e-10	1.47498187405472e-10	6.12737243828527e-11	5.75527445043918e-15	1.20796676957687e-09	0.524564576084218	4.05028572747919e-11	1.74008757194779e-11	2.01214021619231e-20	2.8521444797156e-17	1.34823369632804e-20	1.69141788870059e-17	0.666674838623438	0.00763	4.64e-14	0.000863	0.00418	0.0121	7.22e-08	7.4e-07	0.885	0.0403	0.0052	7.19e-09	3.32e-05	2.6e-07	9.26e-06	0.918	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1.86	4.53	2.67	-2.77	-2.89	4.36	2.5	-0.175	-2.94	-3.06	7.3	5.44	7.42	5.56	0.118	-4.25	-2.38	0.288	0.113	3.06	3.17
"MT-CO3"	"P00414"	0.000603871830690013	1.57633698206891e-09	2.08698002364044e-05	0.000114906956925023	6.34149539386735e-06	7.18577645909211e-11	4.70123449540629e-07	0.151925375055115	0.00506464897730104	0.000304329297838838	2.65851801832626e-13	4.04094477725246e-10	4.43761041380131e-14	4.26288546525755e-11	0.279298867390563	0.318	0.000114	0.265	0.566	0.438	0.00197	0.0014	0.785	0.876	0.794	0.021	0.153	0.0307	0.0847	0.872	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	0.935	2.18	1.24	-1.09	-1.35	2.53	1.6	0.353	-0.734	-0.998	3.26	2.33	3.53	2.59	0.265	-2.07	-1.14	0.105	0.458	1.19	1.46
"MT-CYB"	"P00156"	0.0562404576421854	7.18166398911592e-14	2.10702023107863e-12	0.000101242848305479	2.64215254838802e-05	2.22099294174685e-14	5.6730868332583e-13	0.460273451287945	0.000717996633220651	0.000189649699236641	1.05167557564033e-16	1.50436215566453e-15	5.54083644518269e-17	7.43911693050967e-16	0.613872460215241	0.801	1.02e-11	4.83e-06	0.556	0.542	5.1e-07	6.34e-14	0.876	0.83	0.773	0.000249	0.000798	0.00103	0.000318	0.914	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.569	4.11	3.54	-1.31	-1.45	4.32	3.75	0.213	-1.09	-1.24	5.41	4.84	5.56	4.99	0.145	-3.33	-2.76	0.779	0.992	2.08	2.23
"NDFIP2"	"Q9NV92"	0.664635042725094	0.000638279378674759	0.00196080657919905	8.64987269850419e-17	0.00577332573462407	0.0985255918954589	0.213528283650578	0.0393764983589627	6.37384226940332e-18	0.408819296953051	9.5628151540326e-19	1.53447547239794e-18	0.390011638894418	0.666633334392213	2.47535280896289e-18	0.926	0.354	0.668	3.85e-11	0.816	0.862	0.831	0.617	1.9e-08	0.953	1.65e-06	1.29e-06	0.932	0.944	1.56e-13	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0.0993	0.88	0.78	-4.34	0.682	0.388	0.289	-0.491	-4.83	0.19	5.22	5.12	0.198	0.0987	-5.02	-1.13	-1.03	-0.252	-0.743	4.09	-0.933
"NRM"	"Q8IXM6"	0.680093332232846	3.27426649726402e-08	8.86998242396511e-08	1.89153542632025e-08	1.71842445006697e-09	9.08425961768581e-09	2.38805022487944e-08	0.586283527155187	6.97587016482505e-08	5.86681100408503e-09	9.38506744894634e-15	1.75833241143776e-14	2.0180268274413e-15	3.6571167422609e-15	0.298738491635434	0.927	0.00189	0.031	0.0554	0.0564	0.0321	5.03e-05	0.892	0.313	0.079	0.00429	0.00348	0.00769	0.000868	0.876	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.146	2.72	2.58	-2.81	-3.18	2.92	2.77	0.193	-2.61	-2.98	5.53	5.38	5.9	5.75	0.372	-2.87	-2.72	-0.146	0.0474	2.66	3.03
"PTPRCAP"	"Q14761"	0.00909504926326181	1.38340432179446e-05	0.0180377390665472	1.05012280042113e-10	4.06232216433927e-13	1.70465466351603e-07	0.000242993713194785	0.0956833728472693	4.19359440830051e-09	8.8458830717065e-12	9.77382319238597e-15	9.18085017815911e-13	1.53464256356401e-16	7.48346713206934e-15	0.00590880398831105	0.635	0.0858	0.805	0.0034	0.000556	0.103	0.112	0.735	0.171	0.00341	0.00438	0.0232	0.00192	0.0014	0.423	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.432	0.819	0.387	-1.59	-2.05	1.08	0.652	0.265	-1.33	-1.78	2.41	1.98	2.87	2.44	0.46	-1.27	-0.837	-0.45	-0.185	1.14	1.6
"PTRH2"	"Q9Y3E5"	0.00602503798605268	9.10055698067769e-07	8.22390736600523e-10	2.91321789589277e-08	0.00296893082016633	0.00266278768418574	1.13241007868584e-06	0.00488370966812729	3.82777941038482e-11	1.01617280667864e-06	1.02792186256844e-13	1.17150122055214e-15	4.45502821759641e-10	1.38029758330457e-12	0.000117988211341865	0.588	0.0203	0.00175	0.0661	0.793	0.707	0.00307	0.316	0.0395	0.409	0.0141	0.000693	0.31	0.0242	0.0775	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.393	0.841	1.23	-1.03	-0.431	0.437	0.83	-0.404	-1.43	-0.835	1.87	2.26	1.27	1.66	-0.595	-0.671	-1.06	0.17	-0.234	1.2	0.601
"PVR"	"P15151"	0.724694002830017	7.22601160929465e-10	1.5606358849212e-09	1.11182961333538e-05	0.893410258484497	0.04340504530315	0.0888672227356422	9.14823625046283e-08	1.18738536172509e-12	6.60305024668057e-08	3.53682012426405e-14	6.19508089102366e-14	5.41605540888141e-10	1.16242830193891e-09	1.58360193506399e-05	0.929	4.89e-05	0.0027	0.369	0.934	0.835	0.758	6.54e-05	0.00693	0.192	0.0088	0.00667	0.319	0.198	0.0225	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0.0993	2.64	2.54	-1.51	-0.0377	0.592	0.493	-2.04	-3.56	-2.08	4.15	4.05	2.68	2.58	-1.48	-1.69	-1.59	0.945	-1.1	2.46	0.982
"RAB11A"	"P62491"	0.788991484875734	0.0399965949572271	0.0696921789130334	4.0927293571351e-17	2.05671722581712e-17	0.00114276541908645	0.0022697001278865	0.147013842483342	2.73013338696725e-16	1.3073342527127e-16	3.25171366898285e-18	4.40733568677392e-18	1.73551279472831e-18	2.33592891711676e-18	0.574935152848577	0.932	0.767	0.862	7.09e-12	1.48e-09	0.656	0.294	0.782	4.88e-06	1.25e-08	7.86e-06	4.93e-06	5.92e-05	8.25e-07	0.911	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0993	0.794	0.695	-7.26	-7.47	1.34	1.24	0.549	-6.72	-6.92	8.06	7.96	8.27	8.17	0.209	-3.09	-2.99	-2.3	-1.75	4.97	5.17
